Genes	c1	c2	c3	p1	p2	p3	p4
Gm20517	0.197100685	0.052092756	0.035876201	0	0	0.030488081	0.484619531
Pgc	0	0	0	0	0	0	0
Taf8	2.038375021	5.430887382	6.426490782	0	5.612892118	5.383885999	3.803141328
Gm9754	0.965856926	4.90255187	3.056312163	0	3.852500481	1.992246138	2.35600038
Guca1a	0	0	0	0	1.155371915	0.736240783	1.19174488
Bysl	11.90182292	18.41173395	4.242351417	0	12.66414032	10.34314911	12.78117125
B630019A10Rik	0	0	0.156775866	0	0.313536509	1.465188204	1.136914887
Gm9958	2.259683961	6.63550221	0	0.414279139	1.37150414	2.164004331	0
Gm42513	0	0	0	0	0	0	0
Fam73a	1.546619621	3.102625713	3.665124487	0	5.142843424	1.254848477	1.997878003
Olfr137	0	0	0	0	0	0	0
Slc36a4	1.507228953	5.214910065	4.533666796	0.084100303	2.903687709	4.629624136	0.26854456
Kbtbd7	2.776052095	4.273002529	4.887488086	0	4.110724513	3.704692617	4.521358074
Olfr323	0	0	0	0	0	0	0
Gm43113	1.969240523	0	0	0	0	0	0
Gm43488	0	0	0	0	0	0	0
Gm29312	0	0	0	0	0	0	0
Arap3	0	0	0.938948572	0	1.30032797	0	0
Trim26	5.503370973	3.538743222	4.897936489	0	5.234386367	6.556440469	2.517072296
Olfr980	0	0	0	0	0	0	0
Scrt2	0.325545609	0	0	0	0	0	0
Hdac3	17.38986764	17.16424398	16.19318176	0	10.31327711	10.56668336	18.18382043
H2-M5	0	0	2.753101711	0	0	0	0
Gm28269	0	0	0	0	0	0	0
Dusp7	1.12434156	6.178825431	15.18201148	0	5.459741307	7.661676906	6.308073473
4732471J01Rik	0.333345442	0.97136191	1.12043492	0	0.046705004	0.634715531	0.262710659
Klk1b26	0	0	0	0	0	0	0
Tcf7l2	2.93171151	1.130617528	3.321629688	4.215737725	6.060248845	3.299387819	3.678183661
Dcaf5	2.106207511	4.926542563	1.939323072	0.372923502	2.204177393	2.003699174	3.869187553
Ntf3	0	0	5.59393446	0	0	0	0
Pcdh10	5.611317988	4.621092465	5.621672894	0.020115505	6.08891254	3.285632661	3.900359404
4930511O05Rik	0	0	0	0	0	0	0
Vti1a	10.91496755	15.33481705	9.529677695	2.500175536	6.797598499	7.281590827	16.54507046
Zdhhc6	57.76899036	29.09608805	23.67814383	0	28.74958703	52.21843602	38.25837363
Gm15247	2.742499607	0	0	0	1.24886631	3.977697831	1.873326242
Gm16237	0	0	0	0	0	0	1.216241582
4933427G23Rik	0.045186083	0.358086992	0	0	0.575682025	0.419231794	0.123398247
Gm11234	0	0	0	0	0	0	0
Cep55	7.093339437	7.920521977	10.19975448	0	1.069533478	4.123832741	7.930637302
4933406J10Rik	0	0	0	0	0	0	0
A730081D07Rik	0	0	2.649223944	0	0	1.717996184	0.41848696
Gm11626	0	0	0	0	0	0	0
Gm12510	0	0	0	0	0	0	0
Tex43	0	0	0	0	0	0	0
Gm11345	0	0	0	0	0	0	0
Gm12932	2.674165541	0	0	0	0.405881551	1.551367565	0
Sec16b	0	0	0	0	0	0	0
Atg12	45.46252023	65.98502329	26.44590491	0	38.16191808	28.99042314	32.56583733
Astn1	11.57219734	5.863901339	7.620517284	0.098097463	11.36336052	9.916652277	11.01786795
Prrx1	3.555922377	4.252991635	2.410010389	0	1.622732823	1.485697799	2.304616587
Kifap3	53.85962936	52.93861856	32.22609786	0.132585846	49.97861241	40.54240094	34.08152569
Scyl3	0.715597908	2.008292479	1.461026483	0	0.856301254	1.051697577	0.886749151
Sele	0	0	0	0	0	0	0
Sell	0	0	1.661041383	0	0.302068362	0	0
Selp	0	0.159154225	0	0	0	0	0
Wdr83os	27.39843521	69.90785695	23.26811119	99.40315751	54.15027935	20.87004535	60.01942214
Fbxo3	15.51809315	9.496154574	6.322224024	0	9.616856968	10.12179923	8.004795502
Chchd2	96.76874028	150.2653397	108.9103179	81.30987002	120.3128167	80.15250719	130.7640428
Ankrd54	4.370792433	8.004056089	8.631080531	0	3.008114563	4.898267912	6.558191889
Npat	7.822088219	5.804792516	9.26825403	0	7.27665108	6.823238858	8.652560493
Caprin1	6.329009707	12.78777838	6.338265319	5.650471745	12.28368407	10.55672085	8.254134377
Nat10	1.619077566	1.482929597	0.374311964	0	1.52094186	2.594222645	3.817789933
Elf5	0	0	0	0	0	0	0.224707777
Ctcfl	0	0.111971659	0.202470985	0	0	0.196639183	0.043407916
Pamr1	0.286222177	0.738415258	6.04840434	0.157503048	5.770339443	5.961829085	0.698172835
Trim44	17.28432817	11.76329161	8.185818196	6.961007692	12.26045197	11.1151758	11.65096835
Tmem132b	14.20434868	8.739039023	18.28304047	0	12.14734214	15.64683825	17.88126524
Gm17178	20.51155972	12.27359938	12.68265498	0	14.09424283	18.85947855	25.11122438
Pygb	2.268574432	12.20825918	3.501700309	0	1.481755857	9.174454504	7.679900235
Ak3l2-ps	0	0	0	0	0	0	1.123438208
Kbtbd8os	0	0	0	0	0	0	0
Prmt3	18.36937298	10.39920924	8.772071676	0.115940369	13.87345225	10.83142887	7.178169666
Dbx1	0	0	0	0	0	0	0
Slc17a6	0	0	0	0.123161476	0	0	0
Asb7	1.882527036	0.306441597	1.471528362	4.807038556	1.713997548	0.71225386	0.586981863
Tmem200b	3.832199357	2.221021321	0	0	3.489237546	8.814799651	5.166003752
Sspnos	0	0	0	0	0	0	0
Prkag3	0	0	0	0	0	0	0
Zfp783	3.106208861	1.460001006	0.840150011	0	0.740909061	2.272195901	2.453684086
Cryba2	0	0	0	0	0	0	0
Gm31186	0	0	0	0	0	0	0
9430062P05Rik	0.784791441	0.218337947	0.075184504	0	0.075230661	0.031946404	0
Gm37747	0	0	0	0	0	0	0
Gm20807	0	0	0	0	0	0	0
Otud1	2.780805258	10.65850002	4.84070253	0	15.19112631	11.81156299	14.26138721
Gm37749	0	0	0	0	0	0	0
Gm37750	0	0	0.974775842	0	0	0	0
Olfr1413	0	0	0	0	0	0	0
Rsl1	3.940269836	6.794668587	3.586867273	0	3.66381895	7.976325324	6.069609765
Pla2g2a	0	0	0	0	0	0	0
Vmn1r89	0	0	0	0	0	0	0
2010005H15Rik	0	0	0	0	0	0	0
Gm15085	0	0	0	0	0	0	0
Il11ra2	0	0	0	0	0	0	0
Atp5d	69.19603366	148.7080851	75.11913741	59.30078039	81.60117703	62.55371024	59.29950897
Esp24	0	0	0	0	0	0	0
Efna2	24.96116956	11.82292903	23.48957216	0	16.05617012	30.34083221	10.09631183
Hdlbp	3.838952337	6.942778664	3.624057667	18.93020973	4.937769886	6.229634979	7.685723985
D530049I02Rik	0	0	0	0	0	0	0
Nlrp4b	0	0	0	0	0	0	0
Ccdc174	6.739280042	2.712087014	4.910208678	0	5.111336125	5.142887051	4.293741323
Ubp1	9.827915866	2.727102371	17.09940715	0.115713382	7.607217945	6.741863606	13.7739774
C2cd4a	0	0	0	0	0	0	0
Fam69c	4.94554602	1.590587553	2.393910221	0	2.573073225	8.77425707	9.114821096
Cypt4	0	0	0	0	2.347779255	0	0
Prrg1	5.069130044	6.862639278	0.848243899	0	5.107395034	3.279549944	4.868777199
Gm11444	0	0	0	0	0	0	0
Gm29237	0.616756329	0	2.526690339	0	2.246269952	1.192641994	0
Ina	18.1657088	19.27128405	5.783852774	0.164177289	9.939210074	12.83100957	4.368751868
Fam151b	11.00487016	16.04045079	17.6677964	0	14.93854395	8.899419517	12.367884
Zbed4	0.309293136	0.838389487	0.823006715	0	1.689667665	0.478488301	0.276256698
Smpd4	2.413345534	1.512010881	1.665509472	0	2.522530136	0.916526354	1.684032267
Ccl28	0	0	0.808169292	0	0.202056861	0.400576038	0
Nr2c1	10.54255149	5.42714253	1.055907668	0	5.585585112	6.639489222	1.778156709
Trh	0	0	0	0	0	0	0
Nr2c2	4.732478763	4.023639119	2.068131363	0	3.206554337	3.368763075	5.922321034
Gm5689	0	0	0	0	0	0	0
Prl4a1	0	0	0	0	0	0	0
Pttg1ip	56.5826555	39.12530356	72.6300425	108.2246175	61.65515114	74.74259334	70.08405587
Trpm2	0	0.01396385	0	10.49695234	0	0	0
Ube2g2	1.271304286	16.87907626	13.26717415	0	11.4094616	3.687607539	11.28784997
Prl2b1	0	0	0	0	0	0	0
Prl6a1	0	0	0	0	0	0	0
Gm21846	6.20445969	2.495269068	1.2687459	0	3.520412973	5.28612081	12.98940828
Dusp22	5.213617794	8.27938278	3.434641735	0	7.370181142	10.71881377	6.793922105
Rnf144b	2.354704204	4.667314633	1.875569554	0	2.304693027	2.891463232	5.76965588
Gm12876	0	0	0	0	0	0	0
Srsy	0	0	0	0	0	0	0
Olfr218	0	0	0	0	0	0	0
Eef2k	1.115713293	4.208745005	0.598965854	0	0.703272939	3.297156308	2.276326477
Xkr6	3.139420755	0.359183266	1.534076785	0	1.014650398	1.839686075	2.367022551
Zc4h2	23.56172914	10.61035825	5.231306414	0	14.47601186	8.908920032	15.74932929
Gm15106	0	0	0	0	0	0	0
Oma1	20.77018636	25.47610975	12.93948917	126.7082699	17.18151104	4.644462659	10.25253355
Olig3	0	0	0	0	0	0	0
Med6	18.29827431	6.988123011	7.44248762	54.91360508	22.15444143	9.8249672	10.20434691
Glb1	51.91882336	8.537710464	28.4622587	0	27.8373218	48.68275033	37.54907562
Zfp553	1.858244654	1.282612691	3.034379004	0	1.639567111	3.126669276	0
Dpcd	18.32475017	64.38985875	23.03887689	34.88625221	23.29506989	15.24421521	27.15712979
Irgq	2.38484784	3.701612728	5.499694638	0	2.936467472	3.127212035	2.51309909
Msmp	1.487519975	1.310505452	0	0	0	2.732915885	0
Tomm5	25.02299948	24.81421138	17.11438136	7.729940229	26.43786012	12.4207283	18.69025789
Tmem8b	0.10735574	2.281749954	2.052377111	0	2.126090791	2.096910241	2.08071091
Olfr361	0	0	0	0	0	0	0
Bora	2.481028402	6.784599792	27.14887769	0	5.553140599	20.39047277	19.09898775
Fbxw9	4.383969546	3.627989431	2.070957476	0	1.088607903	1.682688858	2.619999285
Mcm9	7.180539896	5.725614369	0.284192572	0	1.912203576	3.424751878	7.346839048
Spock2	5.955526097	3.53103001	8.981419569	0.499947011	5.378037346	7.945585839	3.491308097
Prp2	0	0	0	0	0	0	0
Espl1	0	2.14787527	5.045949092	0	0.151784154	10.33238386	2.618884065
Zfp68	9.3652423	5.686011706	5.290611385	0	6.700923045	1.784683044	3.610501525
Pard6b	0	0	0	0	0	0	0
Gm7334	23.94392704	30.69762062	22.53834625	0	42.85874712	43.26814605	21.36441068
Zbtb7c	0.352201287	0	2.748055172	0	0.68712112	1.206477262	0
Csrnp3	3.040500512	2.002131462	1.442606702	0.023648887	1.196805646	1.09278866	1.086583927
Krtap4-2	0	0	0	0	0	0	0
Traj59	0	0	0	0	0	0	0
Srr	6.721525794	5.391175569	3.918973547	14.19070347	6.355833988	3.702456528	3.882609901
Kcnj2	0	0.044725874	0	0	0.277300158	1.4919406	0
Rasl12	6.842149614	5.776432206	9.991474869	0	3.114832233	9.427265958	9.24909316
Cox6a1	242.5660329	374.3373864	312.2589492	100.0722516	303.5511303	254.2088046	298.7833553
H2-M10.3	0	0	0	0	0	0	0
Tpm3-rs7	14.49842146	18.89850191	16.72148691	136.9360672	16.84409972	21.465356	13.53193244
Ptges	0.946310176	0	2.057881393	0	2.489066496	4.818915861	3.680536384
Slco1a1	0	0	0	0	0	0	0
Arhgap42	1.124157269	1.82091409	4.274842341	0	2.278149058	1.598836777	2.51393197
Vamp8	1.526654908	44.33963144	7.730292027	80.473463	28.14707546	21.73564934	27.11043998
1700019B03Rik	0	0	0	0	0	0	0
Traj52	0	0	0	0	0	0	0
Arhgap9	0	0	3.1945948	15.27780469	0.416721357	0.236025892	0.052082659
Suclg2	14.89840856	9.389544561	4.136864501	0.090188948	11.47451927	12.52070985	7.743762878
Dcaf17	3.230772653	1.935763044	4.644197137	3.393315208	5.784036038	2.810379052	4.50242747
Znrf3	0.38085875	0.156578699	1.872151483	0	0.99404843	0.628475105	1.448036268
Gucy2g	0	0	0	0	0.818153608	0	0.025561435
Gata2	0	0.014305497	2.543184569	0	1.123942343	0	0
B3galt4	0	0	4.328553927	0	0	1.430387475	0.060115804
Tspan6	384.6946782	236.8656943	181.8746586	0	331.3548219	215.8719794	267.7150753
Reg1	0	0	0	0	0	0	0
Stfa2l1	0	0	0	0	0	0	0
Gm10069	1.897822946	1.839066972	2.344595882	4.176468018	1.87603092	1.509945395	2.870202706
Gm16379	93.2987502	89.88580511	50.59691297	0	86.75397346	56.50602452	73.75655078
Rps17	6.493052541	6.250804174	7.738751991	7.991405518	12.43302998	7.093622589	5.212048144
Cfd	0.299357351	0	0	4.03533525	0	0	0
Fbll1	3.676926117	4.69689056	1.840917417	0	2.008640595	1.919788612	1.444068865
Lingo3	12.67723466	8.508932863	6.484468286	0	12.45838134	29.69820857	14.48599794
Mb21d2	12.73960332	14.18671014	5.185968866	0	11.8441568	18.35525611	20.588763
Tsen15	7.783747754	5.535234336	5.250187855	0	6.873463212	4.733256725	3.586927757
Ccdc144b	0	0	0	0	0	0	0
Yipf6	13.47567168	13.92303014	14.91337984	0.061838458	8.247773545	6.746156906	9.522078921
4930533K18Rik	0	0	0.49948505	0	0.399756253	0.933732594	0.224828685
B020031M17Rik	0	0	0	0	0	0	0
Fgf18	0	9.023387579	0	0	1.059794018	0	0.477011674
Itpk1	6.92510613	15.53503413	18.4985642	0	5.237060294	23.38787143	2.713859482
Sema3b	1.277478965	3.20567684	0.117465523	0	1.033891438	1.087964195	0
Igkv16-104	0	0	0	0	0	0	0
Gm27232	6.248500356	3.873670549	10.95478885	0	2.107161641	2.685112606	6.796846676
Gm15346	0	0	0	0	0	0	0
4933416E03Rik	0	0	0	0	0	0	0
Gm13322	0	0	0	0	0	0	0
Gm12195	0	0	2.145439633	26.09320285	2.682250532	2.506544425	0
1700125H03Rik	0	0	0	0	0	0	0
Gm14963	0	0	0	0	0.393404589	0.167100426	0.332006322
Gm28133	0	0	0	0	0	0	0
Gm21847	0	0	0	0	0	0	0
Trav9n-4	0	0	0	0	0	0	0
Gm21539	0	0	0	0	0	0	0
Gm21276	0	0	0	0	0	0	0
Igkv12-98	0	0	0	0	0	0	0
AF067063	0	0	0	0	0	0	0
AI987944	16.57097314	4.691670709	1.813646407	24.34645949	12.10489669	1.896753901	2.80007923
Gpr50	0	0	0	0	0	0	0
Rps6kb2	9.588520725	8.039028108	11.75370653	7.133517744	8.432496677	9.523896584	7.590884586
Cct3-ps1	0	0	0	0	0	0	0
Als2cr12	0.774971478	0.955798164	0.282186079	0	0.677358496	0.551491899	0.825721837
Tas2r123	0	0	0	0	1.255464571	0	0
Gm15520	0	0	0	0	0	0.888369587	0.627556505
Gm13963	0	0	0	0	0.846056476	0	0
Gm15097	0	0	0	0	0	0	0
Gm16348	0	0	0.037435571	0	0	0	0
Mrpl18	54.00134604	76.65049384	54.96424398	72.97914949	57.85020579	42.58511641	68.35233516
9530026F06Rik	0	0	0	0	0	0	0
Gm8289	0	0	0	0	0	0	0
Sorbs2os	0	0	1.626759189	0	0.813523798	0.129580504	1.182413804
Gm15416	0	0	0	0	0	0	0
Gm20754	12.53900744	5.182186404	6.059509582	0	2.255078853	5.268658086	5.286556883
Pabpc2	0	0	0	0	0	0	0
Gpr179	0	0	0.553892885	0	0.120438056	0.491117303	0.180687598
Gm37534	0	0.396226285	1.107891839	0	2.649792394	0.081854249	1.807067031
Cdk17	13.65308934	17.5069211	8.768994498	13.14492993	10.42811557	22.32448723	13.18470672
Gm26745	0	0	0.067100365	0	0	0.285113988	0.050331748
Vmn1r148	0	0	0	0	0	0	0
Cfap54	0.248799212	0	0	0	0	0.288671676	0.309516235
Gm4245	0	0	0	0	0	0	0
Vmn2r-ps33	0	0	0	0	0	0	0
Gm10719	0	0	0	0	0	0	0
Coro1a	4.109890078	3.573576485	2.526563239	88.49162342	4.519503467	5.614960637	8.785778605
Ighd5-1	0	0	0	0	0	0	0
Cfhr1	0	0	0	0	0.114332831	0	0
BC065403	1.471920975	1.650348391	2.497123247	35.55777704	1.949305449	2.121886282	0.86826163
1700030I03Rik	0	0	0	0	0	0	0
Gm37751	0	0	0	0	0	0	0
Gm37752	0	0	0	0	0	0	0
Gm37753	0	0.831822817	0.572875096	0	0	0.243418503	0.429926239
Gm37754	0	0	0	0	0	0.472835056	0
Gm37537	0	0.140096466	6.006251492	0	4.776914884	1.229814284	2.714759504
Gm37756	12.76021897	2.713318933	20.96154237	52.53006341	6.40973846	20.64795657	11.92087506
Golt1a	0	0	0	0	0	0	0
4932441J04Rik	1.960968252	0.736725524	11.26176882	0	3.728351416	6.201172104	6.499787552
Gm19791	0	0	0	0	0	0	0
RP23-46L17.6	0	0	1.487118513	0	1.912419289	0.992879506	0.079703386
Isoc2b	1.686446236	2.742832537	2.479955675	0	3.779639205	6.72326454	1.329093923
RP23-449F12.7	0	3.75948089	2.427998755	0	0	0	0
Plekhg3	0	2.407256158	5.609505276	0	2.386389103	1.315663451	2.456722133
RP23-477L5.5	0	0	0	0	0	0	0
RP23-356N23.6	0	0	0	0	0	0	0
RP23-142H1.2	0	0	0	0	0	0	0.246270746
RP24-108G5.3	0	0	1.310497691	0	0	0.763578481	1.938437715
Cggbp1	27.65899452	27.84031469	6.427945303	0.102591015	18.8750429	10.69729609	23.98713313
Trav5-1	0	0	0	0	0	0	0
Igkv20-101-2	0	0	0	0	0	0	0
Gm43284	0	0	0	0	0	0	0
Gm43439	0	0	0	0	0	0	0
Iglj3p	0	0	0	0	0	0	0
Gm42919	1.936840453	0	0	0	0	2.413757878	0
Ywhab	125.5320707	121.5361525	101.0915774	0.464727805	114.6968926	107.7411418	112.7986461
Gm16091	0	0	0	0	0	2.108573731	0.58796766
Tomm34	33.65214723	22.63011848	28.3288031	0.157237486	39.34056307	24.57725115	40.5298718
Gm12426	0	0	0	0	0	0	0
Gm12116	0	0	0	0	0	0.46297114	0.034051154
Olfr507	0	0	0	0	0	0	0
Spcs1	27.43700443	24.04019408	21.231008	41.49041706	30.12783217	19.27689272	21.79212062
Glt8d1	23.45624885	10.13876715	22.89894664	0	17.76369735	19.11873969	18.82811334
Parg	2.89998937	2.679975795	1.33288114	0	2.718022046	2.232189838	4.437174292
Nisch	9.137742838	5.133557877	15.21848609	21.75758483	9.586798794	8.978361103	10.93309238
Ogdhl	2.123115923	2.293803121	0	0	2.626041679	3.594363316	3.255860917
Chat	0	0	0	0	0	0	0
Nek4	5.719128896	9.811325453	3.69911871	0	3.928187751	3.919333865	4.214574996
Vmn1r-ps25	0	0	0	0	0	0	0
Gm29064	0	0	0	0	0	0	0
Camkmt	29.84970905	17.28033129	35.71228995	0	18.89488144	26.93735344	42.5225686
Gm10309	0	0	0	0	0	0	0
Gm28575	0	0	0	0	0	0	0
Gm28739	0	0	0	0	0	0	0
Gm10308	10.61353166	10.0060299	20.00111434	0	24.75178539	38.16782314	22.12872406
Gm28087	0	0	0	0	0	0	0
Gm553	0	0	0	0	0	0	0
1700025N23Rik	0	0	0	0	0	0	0
Olfr887	0	0	0	0	0	0	0
Vmn1r93	0	0	0	0	0	0	0
Eefsec	4.722260781	7.871749744	10.91409798	0	7.05430722	7.677314369	8.6330759
Slc9c1	0	0	0	0	0	0	0
AA467197	2.055752462	0.749388571	0	0	1.548992722	0	0.968333485
Gm9758	0	0	0	0	0	0	0
Trav5n-4	0	0	0	0	0	0	0
Gm4461	0	0	0	0	0	0	0
Gm20791	0	0	0	0	0	0	0
Gm28982	0	0	0	0	0	0.417424698	0
Gm29412	0	0	0	0	0	0	0
Gm20907	0	0	0	0	0	0	0
Gm20810	0	0	0	0	0	0	0
Gm28968	0	0	0	0	0	0	0
Gm21734	0	0	0	0	0	0	0
Ltbp4	0	0	3.104052631	0	0	0	0
RP24-174G2.4	0	0	0	0	0	0	0
Gm28247	0	0	0	0	0	0	0
Gm18800	0	0	0	0	0	0	0
RP23-399P8.1	0	0	0	0	0	0	0
RP23-223O9.2	5.302519042	4.018845008	6.552743893	0	4.369314459	6.072153682	11.16843998
Pdp1	1.531728549	0.701672514	0.906327252	0.118005055	1.255129144	1.860149985	1.830812547
Ubn2	3.593420604	1.007053893	5.207344366	4.799362547	3.199213885	2.30844899	3.283100353
Rgs4	0.570906275	0	24.31803809	0.091586504	4.461677075	1.527247085	2.469609792
Cbfa2t2	0.657600738	0.787862654	0.90990207	0	0.40713587	1.312351248	1.176753526
Olfr175-ps1	0	0	0	0	0	0	0
Zfp280d	1.208278342	1.28679653	1.544385091	17.84808534	2.087195559	0.684962783	1.752265728
Osbpl7	1.18649959	0.630474732	0.617190271	0.072510144	0.514404197	1.893826415	2.534071532
Mc3r	0	0	0	0	0	0	0
Il4ra	0.271555268	0.318968842	1.565595244	0	1.86807701	2.217215644	1.195283357
Lat	0	0	2.128788071	0	0	0.041580048	0
Spns1	12.72832511	5.128074698	8.265157164	0	9.672839981	15.43780365	8.612374394
Dgat2	15.4058469	35.90301343	47.3800824	0	23.80624265	28.86583607	9.809619443
Rps3	43.83661239	36.19698536	29.81938167	37.3758111	41.38163799	26.21562113	42.78086212
Il21r	0	0	1.285379116	0	3.757961308	0	0
Chst12	39.34732929	11.86872645	23.47265657	0	35.58110792	44.48028255	29.89091841
Ccdc113	0	17.04564105	0	0	0	6.054037556	9.503333181
Arhgap21	4.409829181	2.760092836	5.582940851	0.060343874	3.451658333	7.785474924	5.392600775
H2-Aa	29.22860435	0	2.307243273	0	14.14065433	0	60.73699584
Cpz	0	0	1.020932661	0	1.2642572	8.923055205	0
Gm8374	0	0	0	0	0	0	0
Trbv10	0	0	0	0	0	0	0
Vmn2r105	0	0	0	0.205936669	0	0	0
Lsp1	0	0	1.229434909	2.630511848	2.48758359	0.252166062	1.791878238
Vmn2r96	0	0	0	0	0	0	0
Hmcn1	0	0	0	0	0.666424943	0.09436304	0.062491061
Dppa2	0	0	0	0.273066948	0	0	0
Vsig8	0	0	0.48804942	0	0	0.082934205	0
Lce1h	0	0	0	0	0	0	0
Gm2115	5.6315998	5.093415918	6.425170941	0	7.793754894	6.15665786	7.59022741
Gm16596	0.277463899	0.162977013	3.451512386	0	0.336876254	0.214579764	0.126330401
Gm12114	0	0	0	0	0	0	0
Sec13	70.5154511	68.89308676	60.94263992	0.283388071	64.77204902	59.41015806	57.98584291
H2-M10.5	0	0	0	0	0	0	0
Pldi	0	0	0	0	0	0	0
Gm26747	0	0	1.676937807	0	4.025315753	1.56742578	2.893914005
B230217O12Rik	0.420729537	3.780391912	0.995775192	0	0	0	0.517218131
Med21	18.39364558	23.66725692	13.31298503	0	19.88519462	15.32409001	15.84119945
Smco2	0	0	0	0	0	0	0
4933429H19Rik	2.33838057	0.686675282	3.547823287	0	1.951579868	5.878593844	2.395756638
Gm17215	0	0	0	0	0	0	0
Gm3294	0	0	0	0	0	0	0
Gm5819	0	0	2.434316713	0	0	1.149040029	0
Zfp804b	0	0.918984304	0.513720549	0	0	0.039680922	0
Tmem181b-ps	4.573256943	1.60182095	3.937342555	0.212244386	2.708986903	4.070213677	3.16117655
Igkv5-39	0	0	0	0	0	0	0
Gm13833	0	0	0	0	0	0	0
Igkv12-46	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0
Igkv4-50	0	0	0	0	0	0	0
Igkv5-48	0	0	0	0	0	0	0
Gm17116	0	0	0	0	0	0	0
L3mbtl2	1.683466847	1.708325946	1.493678928	0.12310789	0.853695969	2.390093853	3.725992588
Igkv2-95-2	0	0	0	0	0	0	0
Zc3h7b	0.533357006	1.777287428	1.393222204	0.089280701	1.266800217	1.21972767	3.135997055
Rangap1	8.930354465	47.65865125	21.53180456	0	8.664584886	28.03103384	20.06466587
Gm9597	0	0	0	0	0	0	0.156680558
4933437G19Rik	0	0.10329589	0.213490804	0	0	0	0
Gm43030	0	0	0	0	0	0	0
Vmn1r-ps55	0	0	0	0	0	0	0
Esp36	0	0	0	0	0	0	0
BB365896	1.013172271	0.689697887	1.173832213	0	1.341771918	0	0
Gm43603	0	0	0	0	1.397628028	0	0
Gbp6	0	0	0	0	0.255075413	0.204667687	0.031886822
Igkv4-75	0	0	0	0	0	0	0
Vmn2r-ps57	0	0	0	0	0	0	0
Trav5d-2	0	0	0	0	0	0	0
Gm33969	0	0	0	0	0	0	0
Hsf4	0.660865861	0.327470287	0	0	0	0	0
Olfr1324	0	0	0	0	0	0	0
Mcmbp	8.224396885	12.14219726	5.868987984	0	6.24637963	6.553507173	6.675845598
Slc5a1	0	0	0	0	0	0	0
Usp31	3.748272155	1.085287563	1.491289194	0.252343848	1.050073575	2.260668647	1.476972214
Asb8	12.8373358	21.2397565	7.048048996	0	14.90230772	19.51837252	16.87831741
Gm29994	1.042289665	0	0	0	0	0.627096768	1.107350465
Gm37758	0	0	0	0	0	0	0
4-Mar	0	0.935645161	0	0	0	0	0.062169847
Gm37759	0	0	0	40.32403862	1.240084952	0	0
Wdr17	1.502492877	0.366359806	1.538684995	0	0.928270081	0.311304577	2.171522738
Churc1	6.691240385	10.29741838	7.482253851	0	10.34171591	6.23009443	8.152929576
Gm37618	0	0	0	0	0	0	0.951314391
Was	0	0.046747045	0.193279137	0	0.483279101	0.205264546	0.145015458
Gm4524	1.733436205	1.753317678	1.987089061	0	0.584561106	1.191849496	3.464129252
Rbm3	3.599484288	3.963692729	5.918699715	4.295304182	3.323397523	3.480304642	2.74412758
Wdr13	1.271980271	4.188728988	5.550549604	0	1.636061706	3.506109989	4.20595589
Hdac6	1.975774574	2.967695093	3.713559185	0	2.329504843	2.671747541	0.796086388
Eras	0	0	0	0	0	0	0
Glod5	0	0	0	0	0	0	0
Gata1	0	0	0	0	0	0	0
Vmn1r86	0	0	0	0	0	0	0
Vmn1r85	0	0	0	0	0	0	0
6330408A02Rik	0.098517341	0.055790369	0.358720309	0	0	0.223168747	0.581552507
Vmn1r87	0	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0	0
Sult2a2	0	0	0.169697819	0	0	0	0
Gm20391	0	0	0	0	0	0	0
Klc1	6.8491871	13.72111775	5.126021621	0.076880245	6.217845022	12.17134691	6.396477587
Scn10a	0	0	0	0	0	0	0
Fbxo16	2.137725872	9.515037953	5.837834382	0	3.892716154	4.96056036	7.377059282
Ppp1r13b	3.77039159	2.264678254	3.536204284	0	1.456337103	2.872257717	3.745741539
Gm20476	0	0	0	0	0	0	0
Xrcc3	1.516329167	0	1.932432994	0	0.092060202	0	2.0367749
Zfyve21	27.52689861	53.33086605	50.97989323	0	79.12475152	64.69309485	39.618982
Tnfaip2	0.093726878	0	0	0	0.540508304	0.265845621	0
Exoc3l4	0	0	0	0	1.291467896	1.426411269	0
Eif5	71.5613122	93.60671308	70.19495389	488.377043	95.24817221	58.73532771	60.39707929
Smoc1	11.3732094	13.02708751	18.67062603	0	14.93054174	27.93572839	17.62161888
Slc10a1	0	0	0.15023427	0	1.502957586	0	0.563732434
Srsf5	29.22452896	22.41489198	49.28361117	23.80149087	33.88003097	27.86524958	28.52633645
Susd6	0.165750951	6.644229918	9.254782683	2.872622788	5.835643636	8.932540441	3.849326797
Gm17782	0	0	0	0	0	0	0
Erh	79.16059142	99.51400912	79.41672472	32.46012211	70.88719638	44.09227499	99.88461284
Galnt16	13.99240688	6.303012495	24.44804614	0.135697555	12.57930865	12.21371443	12.66227276
Lyst	0.187243461	0.690734764	0.170447325	0	1.022887055	0.443552512	4.076419471
Gm20498	3.942019134	3.976837274	2.40194779	0	5.788941112	4.180383118	9.901169125
Slc13a1	0	0	0	0	0	0	0
Rbm28	8.51613746	4.788332139	10.6996123	0	4.252057407	10.19977136	7.197005967
Lrwd1	2.732993693	3.391169848	2.816047347	0	3.176597513	3.031583039	2.915150402
Glyr1	21.15988684	39.05012744	33.66280942	0.463917469	23.76215551	29.90868872	19.41603399
